11934,18,,,,,,,,,,,,,,,,
"Lever_position","ship_speed","gt_torque","gt_revs","gg_revs","star_prop_torque","port_prop_torque","hp_exit_temp","gt_in_airT","gt_out_airT","HP_exit_pres","GT_in_pres","GT_out_pres","gas_exhaust_pres","turb_injec","fuel_flow","GT_compre_coef","GT_turb_coef"
6.175,18,29761,2306.8,8789.1,246.03,246.03,773.35,288,665.31,2.515,0.998,13.361,1.03,34.327,0.68,0.991,0.98
7.148,21,39009,2678,9115.1,332.43,332.43,822.13,288,686.41,2.988,0.998,15.729,1.036,44.018,0.872,0.991,0.98
8.206,24,50991,3087.3,9296.6,437.93,437.93,919.53,288,728.07,3.602,0.998,18.668,1.042,60.351,1.195,0.991,0.98
9.3,27,72760,3560.4,9735,644.71,644.71,1065.1,288,773.76,4.543,0.998,22.942,1.051,88.833,1.758,0.991,0.98
1.138,3,3921,1387.5,6635.8,9.668,9.668,554.29,288,560.55,1.238,0.998,6.709,1.019,4.714,0.193,0.991,0.981
2.088,6,5850.6,1393.5,6764.2,31.369,31.369,575.88,288,568.45,1.307,0.998,7.08,1.02,0,0.218,0.991,0.981
3.144,9,8374.8,1386.7,7035.1,60.307,60.307,582.49,288,577.83,1.393,0.998,7.549,1.02,12.194,0.241,0.991,0.981
4.161,12,14718,1547.4,7712.2,113.74,113.74,637.33,288,603.98,1.665,0.998,8.991,1.023,17.105,0.339,0.991,0.981
5.14,15,21624,1924.3,8461.3,175.2,175.2,703.99,288,634.43,2.09,0.998,11.19,1.026,25.057,0.496,0.991,0.981
6.175,18,29762,2306.8,8790.1,246.01,246.01,772.24,288,665.08,2.515,0.998,13.347,1.03,34.254,0.678,0.991,0.981
7.148,21,39008,2678,9115.6,332.5,332.5,821.1,288,686.24,2.988,0.998,15.711,1.036,43.936,0.87,0.991,0.981
8.206,24,50992,3087.4,9297.1,437.95,437.95,918.46,288,727.89,3.601,0.998,18.648,1.042,60.252,1.193,0.991,0.981
9.3,27,72761,3560.4,9735.9,644.87,644.87,1064.3,288,773.6,4.542,0.998,22.915,1.051,88.726,1.756,0.991,0.981
1.138,3,4342.6,1385.4,6637.1,9.542,9.542,565.8,288,562.1,1.251,0.998,6.779,1.019,4.68,0.207,0.991,0.982
2.088,6,5999.9,1392.5,6766,31.175,31.175,579.06,288,568.73,1.311,0.998,7.094,1.02,0,0.223,0.991,0.982
3.144,9,8374.9,1386.7,7037.6,60.308,60.308,581.7,288,577.68,1.393,0.998,7.542,1.02,12.161,0.241,0.991,0.982
4.161,12,14718,1547.4,7714.2,113.72,113.72,636.46,288,603.82,1.664,0.998,8.982,1.023,17.062,0.338,0.991,0.982
5.14,15,21625,1924.3,8462.2,175.22,175.22,703.03,288,634.25,2.089,0.998,11.179,1.026,25.001,0.495,0.991,0.982
6.175,18,29762,2306.8,8791.2,246,246,771.14,288,664.86,2.514,0.998,13.333,1.031,34.181,0.677,0.991,0.982
7.148,21,39007,2678,9116.1,332.37,332.37,820.08,288,686.07,2.987,0.998,15.694,1.036,43.854,0.868,0.991,0.982
8.206,24,50992,3087.4,9297.5,437.93,437.93,917.4,288,727.73,3.601,0.998,18.627,1.042,60.154,1.191,0.991,0.982
9.3,27,72762,3560.4,9736.8,644.87,644.87,1063.4,288,773.44,4.54,0.998,22.888,1.051,88.62,1.754,0.991,0.982
1.138,3,4958.3,1377.3,6634.7,9.069,9.069,583.87,288,564.26,1.269,0.998,6.879,1.019,5.068,0.23,0.991,0.983
2.088,6,6231.8,1391,6767.5,30.903,30.903,585,288,569.51,1.317,0.998,7.132,1.02,0.041,0.232,0.991,0.983
3.144,9,8375,1386.7,7040.1,60.308,60.308,580.9,288,577.54,1.392,0.998,7.534,1.02,12.127,0.24,0.991,0.983
4.161,12,14718,1547.4,7716.1,113.74,113.74,635.59,288,603.66,1.664,0.998,8.973,1.023,17.02,0.337,0.991,0.983
5.14,15,21624,1924.3,8463.1,175.21,175.21,702.07,288,634.07,2.089,0.998,11.167,1.026,24.945,0.494,0.991,0.983
6.175,18,29762,2306.8,8792.2,246.02,246.02,770.04,288,664.64,2.514,0.998,13.319,1.031,34.108,0.675,0.991,0.983
7.148,21,39007,2678,9116.6,332.41,332.41,819.05,288,685.89,2.986,0.998,15.677,1.036,43.773,0.867,0.991,0.983
8.206,24,50993,3087.4,9297.9,437.96,437.96,916.34,288,727.55,3.6,0.998,18.606,1.042,60.055,1.189,0.991,0.983
9.3,27,72763,3560.4,9737.7,644.73,644.73,1062.5,288,773.28,4.539,0.998,22.86,1.051,88.514,1.752,0.991,0.983
1.138,3,5264,1366.4,6630.2,8.442,8.442,595.59,288,565.1,1.276,0.998,6.918,1.019,10.571,0.248,0.991,0.984
2.088,6,6396.9,1389.1,6768.8,30.559,30.559,589.35,288,569.91,1.322,0.998,7.151,1.02,1.359,0.238,0.991,0.984
3.144,9,8375.1,1386.7,7042.7,60.311,60.311,580.11,288,577.39,1.392,0.998,7.527,1.02,12.094,0.239,0.991,0.984
4.161,12,14718,1547.4,7718,113.74,113.74,634.72,288,603.5,1.664,0.998,8.964,1.023,16.977,0.336,0.991,0.984
5.14,15,21625,1924.3,8464,175.25,175.25,701.11,288,633.89,2.089,0.998,11.156,1.027,24.89,0.493,0.991,0.984
6.175,18,29762,2306.8,8793.2,245.96,245.96,768.94,288,664.41,2.514,0.998,13.306,1.031,34.036,0.674,0.991,0.984
7.148,21,39006,2678,9117.1,332.46,332.46,818.04,288,685.72,2.986,0.998,15.66,1.036,43.691,0.865,0.991,0.984
8.206,24,50993,3087.4,9298.4,438.1,438.1,915.28,288,727.39,3.599,0.998,18.586,1.042,59.957,1.187,0.991,0.984
9.3,27,72764,3560.4,9738.7,644.81,644.81,1061.6,288,773.12,4.538,0.998,22.833,1.051,88.408,1.75,0.991,0.984
1.138,3,5133.6,1354.9,6624.9,7.777,7.777,595.02,288,564.22,1.269,0.998,6.877,1.019,16.026,0.252,0.991,0.985
2.088,6,6522.7,1387.9,6770.5,30.339,30.339,592.34,288,570.22,1.325,0.998,7.166,1.02,1.96,0.243,0.991,0.985
3.144,9,8375.2,1386.7,7045.2,60.312,60.312,579.32,288,577.25,1.392,0.998,7.52,1.02,12.06,0.239,0.991,0.985
4.161,12,14718,1547.4,7720,113.75,113.75,633.86,288,603.34,1.664,0.998,8.955,1.023,16.935,0.335,0.991,0.985
5.14,15,21625,1924.3,8464.9,175.25,175.25,700.15,288,633.72,2.089,0.998,11.144,1.027,24.834,0.492,0.991,0.985
6.175,18,29762,2306.8,8794.2,245.98,245.98,767.85,288,664.19,2.513,0.998,13.292,1.031,33.963,0.672,0.991,0.985
7.148,21,39005,2678,9117.6,332.46,332.46,817.02,288,685.55,2.985,0.998,15.643,1.036,43.61,0.863,0.991,0.985
8.206,24,50993,3087.4,9298.8,438.03,438.03,914.22,288,727.22,3.598,0.998,18.565,1.042,59.859,1.185,0.991,0.985
9.3,27,72765,3560.4,9739.6,645.09,645.09,1060.7,288,772.96,4.537,0.998,22.806,1.051,88.302,1.748,0.991,0.985
1.138,3,4794.9,1346.9,6621.7,7.322,7.322,587.42,288,562.73,1.256,0.998,6.807,1.019,19.857,0.245,0.991,0.986
2.088,6,6600.3,1386.6,6772.1,30.093,30.093,594.07,288,570.33,1.327,0.998,7.171,1.02,2.734,0.246,0.991,0.986
3.144,9,8375.3,1386.7,7047.7,60.301,60.301,578.53,288,577.11,1.392,0.998,7.512,1.02,12.027,0.238,0.991,0.986
4.161,12,14718,1547.4,7721.9,113.74,113.74,632.99,288,603.18,1.664,0.998,8.946,1.023,16.893,0.334,0.991,0.986
5.14,15,21625,1924.3,8465.8,175.22,175.22,699.2,288,633.54,2.088,0.998,11.133,1.027,24.778,0.49,0.991,0.986
6.175,18,29762,2306.8,8795.2,245.97,245.97,766.76,288,663.97,2.513,0.998,13.278,1.031,33.891,0.671,0.991,0.986
7.148,21,39005,2678,9118.1,332.38,332.38,816.01,288,685.38,2.985,0.998,15.626,1.036,43.529,0.862,0.991,0.986
8.206,24,50993,3087.5,9299.2,437.95,437.95,913.17,288,727.05,3.598,0.998,18.545,1.042,59.761,1.183,0.991,0.986
9.3,27,72765,3560.4,9740.5,644.88,644.88,1059.9,288,772.81,4.536,0.998,22.779,1.051,88.196,1.746,0.991,0.986
1.138,3,3416.8,1336.7,6615.9,6.739,6.739,550.8,288,556.85,1.21,0.998,6.543,1.019,22.867,0.204,0.991,0.987
2.088,6,6780.8,1383.3,6772.5,29.477,29.477,599.09,288,570.72,1.331,0.998,7.19,1.02,4.855,0.254,0.991,0.987
3.144,9,8375.4,1386.7,7050.2,60.311,60.311,577.75,288,576.96,1.392,0.998,7.505,1.02,11.993,0.237,0.991,0.987
4.161,12,14719,1547.4,7723.9,113.74,113.74,632.13,288,603.02,1.663,0.998,8.937,1.023,16.851,0.334,0.991,0.987
5.14,15,21625,1924.3,8466.7,175.26,175.26,698.25,288,633.36,2.088,0.998,11.122,1.027,24.723,0.489,0.991,0.987
6.175,18,29762,2306.8,8796.2,246.03,246.03,765.67,288,663.75,2.513,0.998,13.264,1.031,33.819,0.67,0.991,0.987
7.148,21,39004,2678,9118.6,332.33,332.33,815,288,685.21,2.984,0.998,15.609,1.036,43.448,0.86,0.991,0.987
8.206,24,50993,3087.5,9299.6,438.06,438.06,912.12,288,726.88,3.597,0.998,18.524,1.042,59.663,1.181,0.991,0.987
9.3,27,72766,3560.4,9741.4,644.74,644.74,1059,288,772.65,4.535,0.998,22.752,1.051,88.091,1.744,0.991,0.987
1.138,3,2270.2,1337.3,6617.1,6.761,6.761,515.02,288,551.54,1.171,0.998,6.315,1.019,20.549,0.161,0.991,0.988
2.088,6,6791.1,1383.1,6774.8,29.433,29.433,598.55,288,570.61,1.331,0.998,7.185,1.02,5.079,0.254,0.991,0.988
3.144,9,8375.5,1386.7,7052.7,60.315,60.315,576.96,288,576.82,1.392,0.998,7.498,1.021,11.96,0.237,0.991,0.988
4.161,12,14719,1547.5,7725.8,113.72,113.72,631.27,288,602.86,1.663,0.998,8.928,1.023,16.809,0.333,0.991,0.988
5.14,15,21626,1924.3,8467.6,175.26,175.26,697.3,288,633.18,2.088,0.998,11.111,1.027,24.668,0.488,0.991,0.988
6.175,18,29762,2306.8,8797.2,246.03,246.03,764.58,288,663.53,2.512,0.998,13.251,1.031,33.747,0.668,0.991,0.988
7.148,21,39004,2678,9119.1,332.4,332.4,813.99,288,685.04,2.983,0.998,15.592,1.036,43.368,0.859,0.991,0.988
8.206,24,50994,3087.5,9300.1,438.1,438.1,911.07,288,726.71,3.596,0.998,18.503,1.042,59.566,1.179,0.991,0.988
9.3,27,72767,3560.4,9742.3,645.03,645.03,1058.1,288,772.5,4.533,0.998,22.725,1.051,87.986,1.742,0.991,0.988
1.138,3,1427.8,1346.3,6624.1,7.25,7.25,482.74,288,547.18,1.141,0.998,6.134,1.019,13.733,0.119,0.991,0.989
2.088,6,6930.1,1377.8,6774,28.461,28.461,603.04,288,570.81,1.333,0.998,7.195,1.02,8.077,0.262,0.991,0.989
3.144,9,8375.6,1386.7,7055.2,60.317,60.317,576.17,288,576.68,1.392,0.998,7.491,1.021,11.927,0.236,0.991,0.989
4.161,12,14719,1547.5,7727.8,113.75,113.75,630.41,288,602.71,1.663,0.998,8.919,1.023,16.767,0.332,0.991,0.989
5.14,15,21626,1924.3,8468.5,175.21,175.21,696.36,288,633,2.088,0.998,11.099,1.027,24.612,0.487,0.991,0.989
6.175,18,29762,2306.8,8798.2,246.02,246.02,763.5,288,663.31,2.512,0.998,13.237,1.031,33.675,0.667,0.991,0.989
7.148,21,39003,2678,9119.6,332.44,332.44,812.99,288,684.87,2.983,0.998,15.575,1.036,43.287,0.857,0.991,0.989
8.206,24,50993,3087.5,9300.5,437.98,437.98,910.03,288,726.55,3.595,0.998,18.483,1.042,59.468,1.177,0.991,0.989
9.3,27,72767,3560.4,9743.1,644.75,644.75,1057.3,288,772.34,4.532,0.998,22.698,1.051,87.881,1.74,0.991,0.989
1.138,3,1219.3,1355.1,6631.9,7.736,7.736,470.5,288,545.9,1.134,0.998,6.083,1.019,8.381,0.1,0.991,0.99
2.088,6,6921.2,1378.1,6776.7,28.516,28.516,601.83,288,570.64,1.333,0.998,7.187,1.02,8.008,0.261,0.991,0.99
3.144,9,8375.7,1386.7,7057.7,60.315,60.315,575.39,288,576.53,1.392,0.998,7.483,1.021,11.894,0.235,0.991,0.99
4.161,12,14719,1547.5,7729.7,113.75,113.75,629.56,288,602.55,1.663,0.998,8.91,1.023,16.725,0.331,0.991,0.99
5.14,15,21626,1924.3,8469.4,175.26,175.26,695.41,288,632.83,2.087,0.998,11.088,1.027,24.557,0.486,0.991,0.99
6.175,18,29762,2306.8,8799.2,246.02,246.02,762.42,288,663.09,2.511,0.998,13.224,1.031,33.603,0.665,0.991,0.99
7.148,21,39003,2678,9120.1,332.43,332.43,811.99,288,684.71,2.982,0.998,15.558,1.036,43.207,0.855,0.991,0.99
8.206,24,50993,3087.5,9300.9,437.95,437.95,908.99,288,726.38,3.595,0.998,18.462,1.042,59.371,1.175,0.991,0.99
9.3,27,72769,3560.4,9744,644.75,644.75,1056.4,288,772.19,4.531,0.998,22.671,1.051,87.777,1.738,0.991,0.99
1.138,3,1266.3,1365.3,6641,8.307,8.307,468.19,288,546,1.137,0.998,6.087,1.019,2.843,0.095,0.991,0.991
2.088,6,6966.4,1374.2,6776.7,27.779,27.779,603.38,288,570.56,1.333,0.998,7.183,1.02,10.171,0.265,0.991,0.991
3.144,9,8375.8,1386.7,7060.3,60.32,60.32,574.61,288,576.39,1.392,0.998,7.476,1.021,11.861,0.235,0.991,0.991
4.161,12,14719,1547.5,7731.7,113.75,113.75,628.71,288,602.39,1.663,0.998,8.901,1.023,16.684,0.33,0.991,0.991
5.14,15,21626,1924.3,8470.3,175.25,175.25,694.47,288,632.65,2.087,0.998,11.077,1.027,24.502,0.485,0.991,0.991
6.175,18,29762,2306.8,8800.2,245.96,245.96,761.35,288,662.87,2.511,0.998,13.21,1.031,33.532,0.664,0.991,0.991
7.148,21,39002,2678.1,9120.6,332.43,332.43,810.99,288,684.54,2.982,0.998,15.541,1.036,43.127,0.854,0.991,0.991
8.206,24,50993,3087.5,9301.3,438.09,438.09,907.95,288,726.22,3.594,0.998,18.442,1.042,59.274,1.173,0.991,0.991
9.3,27,72770,3560.4,9744.9,644.98,644.98,1055.5,288,772.03,4.53,0.998,22.644,1.051,87.673,1.736,0.991,0.991
1.138,3,1481.8,1378.3,6652.1,9.052,9.052,472.48,288,547.14,1.147,0.998,6.134,1.019,1.828,0.099,0.991,0.992
2.088,6,6968.2,1375.1,6779.7,27.954,27.954,602.3,288,570.45,1.333,0.998,7.177,1.02,9.514,0.263,0.991,0.992
3.144,9,8375.9,1386.7,7062.8,60.32,60.32,573.83,288,576.25,1.391,0.998,7.469,1.021,11.828,0.234,0.991,0.992
4.161,12,14719,1547.5,7733.6,113.74,113.74,627.86,288,602.23,1.662,0.998,8.892,1.023,16.642,0.329,0.991,0.992
5.14,15,21626,1924.3,8471.1,175.26,175.26,693.53,288,632.47,2.087,0.998,11.066,1.027,24.447,0.484,0.991,0.992
6.175,18,29762,2306.8,8801.3,245.96,245.96,760.28,288,662.65,2.511,0.998,13.197,1.031,33.461,0.662,0.991,0.992
7.148,21,39001,2678.1,9121.1,332.36,332.36,809.99,288,684.37,2.981,0.998,15.524,1.036,43.047,0.852,0.991,0.992
8.206,24,50993,3087.5,9301.8,437.98,437.98,906.92,288,726.05,3.593,0.998,18.422,1.042,59.177,1.172,0.991,0.992
9.3,27,72771,3560.4,9745.8,644.76,644.76,1054.7,288,771.88,4.529,0.998,22.618,1.051,87.569,1.733,0.991,0.992
1.138,3,2064.1,1396.2,6667,10.108,10.108,487.52,288,550.3,1.172,0.998,6.265,1.019,0.6,0.115,0.991,0.993
2.088,6,6963.7,1371.3,6779.8,27.25,27.25,602.49,288,570.2,1.332,0.998,7.165,1.02,11.706,0.265,0.991,0.993
3.144,9,8376,1386.7,7065.3,60.319,60.319,573.05,288,576.11,1.391,0.998,7.462,1.021,11.794,0.233,0.991,0.993
4.161,12,14719,1547.5,7735.6,113.75,113.75,627.01,288,602.07,1.662,0.998,8.884,1.023,16.6,0.329,0.991,0.993
5.14,15,21626,1924.3,8472,175.26,175.26,692.59,288,632.29,2.086,0.998,11.054,1.027,24.392,0.483,0.991,0.993
6.175,18,29762,2306.8,8802.3,245.94,245.94,759.22,288,662.44,2.51,0.998,13.183,1.031,33.39,0.661,0.991,0.993
7.148,21,39001,2678.1,9121.6,332.29,332.29,809,288,684.2,2.98,0.998,15.507,1.036,42.968,0.851,0.991,0.993
8.206,24,50993,3087.5,9302.2,438.09,438.09,905.89,288,725.89,3.592,0.998,18.401,1.042,59.081,1.17,0.991,0.993
9.3,27,72772,3560.4,9746.7,644.78,644.78,1053.8,288,771.73,4.527,0.998,22.591,1.051,87.466,1.731,0.991,0.993
1.138,3,2677,1406.2,6676.5,10.708,10.708,504.56,288,553.24,1.196,0.998,6.389,1.019,0,0.135,0.991,0.994
2.088,6,6954.9,1373,6783.4,27.57,27.57,600.89,288,570.07,1.332,0.998,7.159,1.02,10.784,0.263,0.991,0.994
3.144,9,8376.1,1386.7,7067.8,60.319,60.319,572.28,288,575.96,1.391,0.998,7.455,1.021,11.761,0.233,0.991,0.994
4.161,12,14719,1547.5,7737.5,113.75,113.75,626.16,288,601.92,1.662,0.998,8.875,1.023,16.559,0.328,0.991,0.994
5.14,15,21627,1924.3,8472.9,175.25,175.25,691.66,288,632.12,2.086,0.998,11.043,1.027,24.338,0.482,0.991,0.994
6.175,18,29763,2306.8,8803.3,245.95,245.95,758.15,288,662.22,2.51,0.998,13.17,1.031,33.319,0.66,0.991,0.994
7.148,21,39000,2678.1,9122.1,332.42,332.42,808.01,288,684.04,2.98,0.998,15.491,1.036,42.888,0.849,0.991,0.994
8.206,24,50993,3087.5,9302.6,438.09,438.09,904.86,288,725.73,3.591,0.998,18.381,1.042,58.985,1.168,0.991,0.994
9.3,27,72772,3560.4,9747.5,644.82,644.82,1053,288,771.58,4.526,0.998,22.564,1.051,87.361,1.729,0.991,0.994
1.138,3,3878,1410.6,6682.8,10.984,10.984,538.81,288,558.78,1.24,0.998,6.631,1.019,0,0.176,0.991,0.995
2.088,6,6943.2,1369.6,6783.8,26.939,26.939,600.73,288,569.81,1.331,0.998,7.146,1.02,12.459,0.264,0.991,0.995
3.144,9,8376.2,1386.7,7070.3,60.323,60.323,571.5,288,575.82,1.391,0.998,7.448,1.021,11.728,0.232,0.991,0.995
4.161,12,14719,1547.5,7739.5,113.75,113.75,625.32,288,601.76,1.662,0.998,8.866,1.023,16.517,0.327,0.991,0.995
5.14,15,21627,1924.3,8473.8,175.23,175.23,690.73,288,631.94,2.086,0.998,11.032,1.027,24.283,0.481,0.991,0.995
6.175,18,29763,2306.8,8804.3,245.94,245.94,757.09,288,662.01,2.51,0.998,13.157,1.031,33.249,0.658,0.991,0.995
7.148,21,39000,2678.1,9122.6,332.4,332.4,807.02,288,683.87,2.979,0.998,15.474,1.036,42.809,0.848,0.991,0.995
8.206,24,50993,3087.5,9303,438.07,438.07,903.84,288,725.56,3.591,0.998,18.361,1.042,58.889,1.166,0.991,0.995
9.3,27,72773,3560.4,9748.4,644.8,644.8,1052.1,288,771.43,4.525,0.998,22.538,1.051,87.259,1.727,0.991,0.995
1.138,3,6517.3,1381.3,6668,9.262,9.262,614.3,288,568.21,1.316,0.998,7.067,1.019,1.656,0.271,0.991,0.996
2.088,6,6849.8,1365.2,6783.5,26.131,26.131,598.73,288,569.25,1.326,0.998,7.119,1.02,14.577,0.264,0.991,0.996
3.144,9,8376.4,1386.7,7072.9,60.327,60.327,570.73,288,575.68,1.391,0.998,7.441,1.021,11.696,0.232,0.991,0.996
4.161,12,14719,1547.5,7741.5,113.76,113.76,624.47,288,601.6,1.662,0.998,8.857,1.023,16.476,0.326,0.991,0.996
5.14,15,21627,1924.3,8474.7,175.26,175.26,689.8,288,631.77,2.086,0.998,11.021,1.027,24.228,0.48,0.991,0.996
6.175,18,29763,2306.8,8805.4,245.94,245.94,756.03,288,661.79,2.51,0.998,13.144,1.031,33.178,0.657,0.991,0.996
7.148,21,38999,2678.1,9123.1,332.3,332.3,806.04,288,683.71,2.979,0.998,15.457,1.036,42.73,0.846,0.991,0.996
8.206,24,50993,3087.5,9303.4,438.02,438.02,902.81,288,725.4,3.59,0.998,18.34,1.042,58.793,1.164,0.991,0.996
9.3,27,72774,3560.4,9749.2,644.88,644.88,1051.3,288,771.29,4.524,0.998,22.511,1.051,87.156,1.725,0.991,0.996
1.138,3,5208.2,1324.6,6632.8,6.044,6.044,596.12,288,562.56,1.262,0.998,6.8,1.019,28.498,0.265,0.991,0.997
2.088,6,6895.5,1368.3,6787.9,26.694,26.694,598.19,288,569.33,1.329,0.998,7.123,1.02,13.075,0.262,0.991,0.997
3.144,9,8376.4,1386.7,7075.4,60.328,60.328,569.96,288,575.53,1.391,0.998,7.433,1.021,11.663,0.231,0.991,0.997
4.161,12,14719,1547.5,7743.4,113.75,113.75,623.63,288,601.45,1.661,0.998,8.848,1.023,16.435,0.325,0.991,0.997
5.14,15,21627,1924.3,8475.6,175.27,175.27,688.87,288,631.59,2.085,0.998,11.01,1.027,24.174,0.479,0.991,0.997
6.175,18,29763,2306.8,8806.4,245.95,245.95,754.98,288,661.58,2.509,0.998,13.13,1.031,33.107,0.655,0.991,0.997
7.148,21,38999,2678.1,9123.6,332.38,332.38,805.05,288,683.54,2.978,0.998,15.441,1.036,42.651,0.844,0.991,0.997
8.206,24,50993,3087.5,9303.8,437.98,437.98,901.8,288,725.24,3.589,0.998,18.32,1.042,58.697,1.162,0.991,0.997
9.3,27,72774,3560.4,9750.1,645.09,645.09,1050.4,288,771.14,4.523,0.998,22.485,1.051,87.053,1.723,0.991,0.997
1.138,3,969.51,1327.7,6632,6.179,6.179,469.55,288,543.45,1.121,0.998,5.984,1.019,19.65,0.111,0.991,0.998
2.088,6,6724.3,1361.3,6786,25.402,25.402,594.94,288,568.45,1.322,0.998,7.081,1.02,16.431,0.261,0.991,0.998
3.144,9,8376.5,1386.7,7077.9,60.329,60.329,569.19,288,575.39,1.391,0.998,7.426,1.021,11.63,0.23,0.991,0.998
4.161,12,14719,1547.5,7745.4,113.76,113.76,622.79,288,601.29,1.661,0.998,8.839,1.023,16.393,0.325,0.991,0.998
5.14,15,21628,1924.3,8476.5,175.27,175.27,687.95,288,631.42,2.085,0.998,10.999,1.027,24.12,0.477,0.991,0.998
6.175,18,29764,2306.8,8807.5,245.96,245.96,753.92,288,661.37,2.509,0.998,13.117,1.031,33.037,0.654,0.991,0.998
7.148,21,38998,2678.1,9124.1,332.26,332.26,804.07,288,683.38,2.977,0.998,15.424,1.036,42.572,0.843,0.991,0.998
8.206,24,50993,3087.5,9304.3,438.09,438.09,900.78,288,725.08,3.588,0.998,18.3,1.042,58.602,1.16,0.991,0.998
9.3,27,72776,3560.4,9750.9,644.85,644.85,1049.6,288,771,4.522,0.998,22.458,1.051,86.951,1.721,0.991,0.998
1.138,3,831.07,1364.5,6658.3,8.22,8.22,448.02,288,542.39,1.119,0.998,5.944,1.019,0,0.072,0.991,0.999
2.088,6,6664.8,1360.2,6787.8,25.207,25.207,592.89,288,568.06,1.319,0.998,7.062,1.02,16.684,0.259,0.991,0.999
3.144,9,8376.7,1386.7,7080.4,60.326,60.326,568.42,288,575.25,1.391,0.998,7.419,1.021,11.597,0.23,0.991,0.999
4.161,12,14720,1547.5,7747.4,113.75,113.75,621.96,288,601.14,1.661,0.998,8.831,1.023,16.352,0.324,0.991,0.999
5.14,15,21628,1924.3,8477.4,175.23,175.23,687.03,288,631.25,2.085,0.998,10.988,1.027,24.066,0.476,0.991,0.999
6.175,18,29765,2306.8,8808.5,246.02,246.02,752.88,288,661.15,2.509,0.998,13.104,1.031,32.967,0.653,0.991,0.999
7.148,21,38998,2678.1,9124.6,332.27,332.27,803.1,288,683.21,2.977,0.998,15.407,1.036,42.493,0.841,0.991,0.999
8.206,24,50993,3087.5,9304.7,438,438,899.77,288,724.92,3.587,0.998,18.28,1.042,58.507,1.158,0.991,0.999
9.3,27,72776,3560.4,9751.8,645.13,645.13,1048.8,288,770.85,4.52,0.998,22.432,1.051,86.848,1.719,0.991,0.999
1.138,3,1256.2,1380.9,6672.2,9.17,9.17,459.24,288,544.86,1.138,0.998,6.043,1.019,0,0.085,0.991,1
2.088,6,6506.7,1357.1,6788.4,24.644,24.644,588.9,288,567.32,1.314,0.998,7.027,1.02,18.128,0.255,0.991,1
3.144,9,8376.8,1386.7,7082.9,60.327,60.327,567.66,288,575.11,1.39,0.998,7.412,1.021,11.564,0.229,0.991,1
4.161,12,14720,1547.5,7749.3,113.75,113.75,621.12,288,600.98,1.661,0.998,8.822,1.023,16.311,0.323,0.991,1
5.14,15,21628,1924.3,8478.3,175.25,175.25,686.11,288,631.07,2.085,0.998,10.977,1.027,24.011,0.475,0.991,1
6.175,18,29766,2306.9,8809.6,245.99,245.99,751.84,288,660.95,2.508,0.998,13.091,1.031,32.897,0.651,0.991,1
7.148,21,38997,2678.1,9125.1,332.29,332.29,802.12,288,683.05,2.976,0.998,15.391,1.036,42.415,0.84,0.991,1
8.206,24,50993,3087.5,9305.1,438.1,438.1,898.76,288,724.76,3.587,0.998,18.26,1.042,58.412,1.156,0.991,1
9.3,27,72777,3560.4,9752.6,645.14,645.14,1047.9,288,770.71,4.519,0.998,22.406,1.051,86.747,1.717,0.991,1
1.138,3,2999.3,1359.7,6599.9,8.068,8.068,538.71,288,556.79,1.201,0.998,6.548,1.019,13.429,0.179,0.992,0.975
2.088,6,6449.1,1389.4,6744.7,30.61,30.61,597.84,288,571.22,1.324,0.998,7.224,1.02,1.385,0.245,0.992,0.975
3.144,9,8374.1,1386.7,7017.9,60.29,60.29,586.86,288,578.48,1.394,0.998,7.594,1.02,12.38,0.245,0.992,0.975
4.161,12,14718,1547.4,7698.5,113.73,113.73,642.16,288,604.74,1.666,0.998,9.047,1.023,17.343,0.343,0.992,0.975
5.14,15,21623,1924.3,8455.1,175.23,175.23,709.31,288,635.28,2.092,0.998,11.261,1.026,25.372,0.502,0.992,0.975
6.175,18,29761,2306.8,8783.1,246.02,246.02,778.42,288,666.21,2.517,0.998,13.432,1.03,34.67,0.686,0.992,0.975
7.148,21,39013,2678,9112.1,332.53,332.53,826.65,288,686.98,2.992,0.998,15.819,1.036,44.396,0.879,0.992,0.975
8.206,24,50983,3087.1,9293.8,437.86,437.86,924.25,288,728.62,3.606,0.998,18.774,1.042,60.805,1.204,0.992,0.975
9.3,27,72755,3560.4,9729.1,644.97,644.97,1068.5,288,774.26,4.55,0.998,23.087,1.051,89.295,1.768,0.992,0.975
1.138,3,2845.3,1375.6,6612.7,8.978,8.978,528.06,288,556.12,1.199,0.998,6.519,1.019,6.756,0.162,0.992,0.976
2.088,6,5807.7,1393.9,6750,31.441,31.441,578.16,288,568.73,1.306,0.998,7.104,1.02,0,0.219,0.992,0.976
3.144,9,8374.1,1386.7,7020.4,60.292,60.292,586.06,288,578.34,1.393,0.998,7.586,1.02,12.346,0.244,0.992,0.976
4.161,12,14718,1547.4,7700.4,113.73,113.73,641.28,288,604.58,1.666,0.998,9.038,1.023,17.3,0.342,0.992,0.976
5.14,15,21623,1924.3,8456,175.23,175.23,708.33,288,635.1,2.091,0.998,11.249,1.026,25.316,0.501,0.992,0.976
6.175,18,29761,2306.8,8784.1,246,246,777.3,288,665.98,2.517,0.998,13.418,1.03,34.596,0.685,0.992,0.976
7.148,21,39012,2678,9112.6,332.42,332.42,825.61,288,686.81,2.991,0.998,15.801,1.036,44.313,0.877,0.992,0.976
